	CDSCode	School	Charter	year	grade	testid	meanscaledscore	Latitude	Longitude	OpenDate	ClosedDate	totalstarenrollment	totaltestedatentitylevel
2789	1612596001978	Lafayette Elementary	N	2007	2	8	362.2	37.810356	-122.27991000000002	1980-07-01	NULL	184	184
2790	1612596001978	Lafayette Elementary	N	2007	3	7	302.7	37.810356	-122.27991000000002	1980-07-01	NULL	184	184
2791	1612596001978	Lafayette Elementary	N	2007	3	8	345.9	37.810356	-122.27991000000002	1980-07-01	NULL	184	184
2792	1612596001978	Lafayette Elementary	N	2007	4	7	328.9	37.810356	-122.27991000000002	1980-07-01	NULL	184	184
2793	1612596001978	Lafayette Elementary	N	2007	4	8	335.8	37.810356	-122.27991000000002	1980-07-01	NULL	184	184
2794	1612596001978	Lafayette Elementary	N	2007	5	7	307.6	37.810356	-122.27991000000002	1980-07-01	NULL	184	184
2795	1612596001978	Lafayette Elementary	N	2007	5	8	286.9	37.810356	-122.27991000000002	1980-07-01	NULL	184	184
2796	1612596001978	Lafayette Elementary	N	2008	2	7	300.3	37.810356	-122.27991000000002	1980-07-01	NULL	173	173
2797	1612596001978	Lafayette Elementary	N	2008	2	8	312.4	37.810356	-122.27991000000002	1980-07-01	NULL	173	173
2798	1612596001978	Lafayette Elementary	N	2008	3	7	286.3	37.810356	-122.27991000000002	1980-07-01	NULL	173	173
2799	1612596001978	Lafayette Elementary	N	2008	3	8	344.5	37.810356	-122.27991000000002	1980-07-01	NULL	173	173
2800	1612596001978	Lafayette Elementary	N	2008	4	7	314.8	37.810356	-122.27991000000002	1980-07-01	NULL	173	173
2801	1612596001978	Lafayette Elementary	N	2008	4	8	343.1	37.810356	-122.27991000000002	1980-07-01	NULL	173	173
2802	1612596001978	Lafayette Elementary	N	2008	5	7	307.4	37.810356	-122.27991000000002	1980-07-01	NULL	173	173
2803	1612596001978	Lafayette Elementary	N	2008	5	8	345.1	37.810356	-122.27991000000002	1980-07-01	NULL	173	173
2804	1612596001978	Lafayette Elementary	N	2009	2	7	320.5	37.810356	-122.27991000000002	1980-07-01	NULL	190	190
2805	1612596001978	Lafayette Elementary	N	2009	2	8	344.8	37.810356	-122.27991000000002	1980-07-01	NULL	190	190
2806	1612596001978	Lafayette Elementary	N	2009	3	7	290.9	37.810356	-122.27991000000002	1980-07-01	NULL	190	190
2807	1612596001978	Lafayette Elementary	N	2009	3	8	330.0	37.810356	-122.27991000000002	1980-07-01	NULL	190	190
2808	1612596001978	Lafayette Elementary	N	2009	4	7	307.3	37.810356	-122.27991000000002	1980-07-01	NULL	190	190
2809	1612596001978	Lafayette Elementary	N	2009	4	8	317.2	37.810356	-122.27991000000002	1980-07-01	NULL	190	190
2810	1612596001978	Lafayette Elementary	N	2009	5	7	310.1	37.810356	-122.27991000000002	1980-07-01	NULL	190	190
2811	1612596001978	Lafayette Elementary	N	2009	5	8	341.8	37.810356	-122.27991000000002	1980-07-01	NULL	190	190
2812	1612596001986	Lakeview Elementary	N	2011	2	8	390.2	37.810949	-122.24829	1980-07-01	2012-06-30	198	198
2813	1612596001986	Lakeview Elementary	N	2011	2	7	353.7	37.810949	-122.24829	1980-07-01	2012-06-30	198	198
2814	1612596001986	Lakeview Elementary	N	2011	3	7	323.5	37.810949	-122.24829	1980-07-01	2012-06-30	198	198
2815	1612596001986	Lakeview Elementary	N	2011	3	8	372.7	37.810949	-122.24829	1980-07-01	2012-06-30	198	198
2816	1612596001986	Lakeview Elementary	N	2011	4	8	348.8	37.810949	-122.24829	1980-07-01	2012-06-30	198	198
2817	1612596001986	Lakeview Elementary	N	2011	4	7	335.1	37.810949	-122.24829	1980-07-01	2012-06-30	198	198
2818	1612596001986	Lakeview Elementary	N	2011	5	8	343.1	37.810949	-122.24829	1980-07-01	2012-06-30	198	198
2819	1612596001986	Lakeview Elementary	N	2011	5	7	337.1	37.810949	-122.24829	1980-07-01	2012-06-30	198	198
2820	1612596001986	Lakeview Elementary	N	2012	2	7	328.3	37.810949	-122.24829	1980-07-01	2012-06-30	169	168
2821	1612596001986	Lakeview Elementary	N	2012	2	8	337.7	37.810949	-122.24829	1980-07-01	2012-06-30	169	168
2822	1612596001986	Lakeview Elementary	N	2012	3	8	360.0	37.810949	-122.24829	1980-07-01	2012-06-30	169	168
2823	1612596001986	Lakeview Elementary	N	2012	3	7	329.3	37.810949	-122.24829	1980-07-01	2012-06-30	169	168
2824	1612596001986	Lakeview Elementary	N	2012	4	7	356.0	37.810949	-122.24829	1980-07-01	2012-06-30	169	168
2825	1612596001986	Lakeview Elementary	N	2012	4	8	381.3	37.810949	-122.24829	1980-07-01	2012-06-30	169	168
2826	1612596001986	Lakeview Elementary	N	2012	5	8	363.2	37.810949	-122.24829	1980-07-01	2012-06-30	169	168
2827	1612596001986	Lakeview Elementary	N	2012	5	7	327.8	37.810949	-122.24829	1980-07-01	2012-06-30	169	168
2828	1612596001986	Lakeview Elementary	N	2010	2	7	354.8	37.810949	-122.24829	1980-07-01	2012-06-30	196	195
2829	1612596001986	Lakeview Elementary	N	2010	2	8	375.3	37.810949	-122.24829	1980-07-01	2012-06-30	196	195
2830	1612596001986	Lakeview Elementary	N	2010	3	7	318.9	37.810949	-122.24829	1980-07-01	2012-06-30	196	195
2831	1612596001986	Lakeview Elementary	N	2010	3	8	362.2	37.810949	-122.24829	1980-07-01	2012-06-30	196	195
2832	1612596001986	Lakeview Elementary	N	2010	4	7	358.2	37.810949	-122.24829	1980-07-01	2012-06-30	196	195
2833	1612596001986	Lakeview Elementary	N	2010	4	8	360.0	37.810949	-122.24829	1980-07-01	2012-06-30	196	195
2834	1612596001986	Lakeview Elementary	N	2010	5	8	343.0	37.810949	-122.24829	1980-07-01	2012-06-30	196	195
2835	1612596001986	Lakeview Elementary	N	2010	5	7	336.7	37.810949	-122.24829	1980-07-01	2012-06-30	196	195
2836	1612596001986	Lakeview Elementary	N	2005	2	7	324.8	37.810949	-122.24829	1980-07-01	2012-06-30	213	213
2837	1612596001986	Lakeview Elementary	N	2005	2	8	343.2	37.810949	-122.24829	1980-07-01	2012-06-30	213	213
2838	1612596001986	Lakeview Elementary	N	2005	3	7	330.3	37.810949	-122.24829	1980-07-01	2012-06-30	213	213
2839	1612596001986	Lakeview Elementary	N	2005	3	8	362.5	37.810949	-122.24829	1980-07-01	2012-06-30	213	213
2840	1612596001986	Lakeview Elementary	N	2005	4	7	316.6	37.810949	-122.24829	1980-07-01	2012-06-30	213	213
2841	1612596001986	Lakeview Elementary	N	2005	4	8	313.1	37.810949	-122.24829	1980-07-01	2012-06-30	213	213
2842	1612596001986	Lakeview Elementary	N	2005	5	7	321.3	37.810949	-122.24829	1980-07-01	2012-06-30	213	213
2843	1612596001986	Lakeview Elementary	N	2005	5	8	295.2	37.810949	-122.24829	1980-07-01	2012-06-30	213	213
2844	1612596001986	Lakeview Elementary	N	2004	2	7	329.0	37.810949	-122.24829	1980-07-01	2012-06-30	219	235
2845	1612596001986	Lakeview Elementary	N	2004	2	8	334.6	37.810949	-122.24829	1980-07-01	2012-06-30	219	235
2846	1612596001986	Lakeview Elementary	N	2004	3	7	301.1	37.810949	-122.24829	1980-07-01	2012-06-30	219	235
2847	1612596001986	Lakeview Elementary	N	2004	3	8	315.2	37.810949	-122.24829	1980-07-01	2012-06-30	219	235
2848	1612596001986	Lakeview Elementary	N	2004	4	7	319.8	37.810949	-122.24829	1980-07-01	2012-06-30	219	235
2849	1612596001986	Lakeview Elementary	N	2004	4	8	297.6	37.810949	-122.24829	1980-07-01	2012-06-30	219	235
2850	1612596001986	Lakeview Elementary	N	2004	5	7	315.2	37.810949	-122.24829	1980-07-01	2012-06-30	219	235
2851	1612596001986	Lakeview Elementary	N	2004	5	8	267.2	37.810949	-122.24829	1980-07-01	2012-06-30	219	235
2852	1612596001986	Lakeview Elementary	N	2006	2	7	341.4	37.810949	-122.24829	1980-07-01	2012-06-30	216	216
2853	1612596001986	Lakeview Elementary	N	2006	2	8	336.4	37.810949	-122.24829	1980-07-01	2012-06-30	216	216
2854	1612596001986	Lakeview Elementary	N	2006	3	7	303.3	37.810949	-122.24829	1980-07-01	2012-06-30	216	216
2855	1612596001986	Lakeview Elementary	N	2006	3	8	308.1	37.810949	-122.24829	1980-07-01	2012-06-30	216	216
2856	1612596001986	Lakeview Elementary	N	2006	4	7	339.6	37.810949	-122.24829	1980-07-01	2012-06-30	216	216
2857	1612596001986	Lakeview Elementary	N	2006	4	8	320.9	37.810949	-122.24829	1980-07-01	2012-06-30	216	216
2858	1612596001986	Lakeview Elementary	N	2006	5	7	322.2	37.810949	-122.24829	1980-07-01	2012-06-30	216	216
2859	1612596001986	Lakeview Elementary	N	2006	5	8	284.5	37.810949	-122.24829	1980-07-01	2012-06-30	216	216
2860	1612596001986	Lakeview Elementary	N	2003	2	7	342.8	37.810949	-122.24829	1980-07-01	2012-06-30	225	221
2861	1612596001986	Lakeview Elementary	N	2003	2	8	323.8	37.810949	-122.24829	1980-07-01	2012-06-30	225	221
2862	1612596001986	Lakeview Elementary	N	2003	3	7	317.4	37.810949	-122.24829	1980-07-01	2012-06-30	225	221
2863	1612596001986	Lakeview Elementary	N	2003	3	8	322.2	37.810949	-122.24829	1980-07-01	2012-06-30	225	221
2864	1612596001986	Lakeview Elementary	N	2003	4	7	327.1	37.810949	-122.24829	1980-07-01	2012-06-30	225	221
2865	1612596001986	Lakeview Elementary	N	2003	4	8	290.3	37.810949	-122.24829	1980-07-01	2012-06-30	225	221
2866	1612596001986	Lakeview Elementary	N	2003	5	7	305.7	37.810949	-122.24829	1980-07-01	2012-06-30	225	221
2867	1612596001986	Lakeview Elementary	N	2003	5	8	270.8	37.810949	-122.24829	1980-07-01	2012-06-30	225	221
2868	1612596001986	Lakeview Elementary	N	2007	2	7	343.3	37.810949	-122.24829	1980-07-01	2012-06-30	198	198
2869	1612596001986	Lakeview Elementary	N	2007	2	8	359.6	37.810949	-122.24829	1980-07-01	2012-06-30	198	198
2870	1612596001986	Lakeview Elementary	N	2007	3	7	312.7	37.810949	-122.24829	1980-07-01	2012-06-30	198	198
2871	1612596001986	Lakeview Elementary	N	2007	3	8	347.8	37.810949	-122.24829	1980-07-01	2012-06-30	198	198
2872	1612596001986	Lakeview Elementary	N	2007	4	7	338.4	37.810949	-122.24829	1980-07-01	2012-06-30	198	198
2873	1612596001986	Lakeview Elementary	N	2007	4	8	313.3	37.810949	-122.24829	1980-07-01	2012-06-30	198	198
2874	1612596001986	Lakeview Elementary	N	2007	5	7	336.3	37.810949	-122.24829	1980-07-01	2012-06-30	198	198
2875	1612596001986	Lakeview Elementary	N	2007	5	8	321.6	37.810949	-122.24829	1980-07-01	2012-06-30	198	198
2876	1612596001986	Lakeview Elementary	N	2008	2	7	345.4	37.810949	-122.24829	1980-07-01	2012-06-30	190	184
2877	1612596001986	Lakeview Elementary	N	2008	2	8	379.0	37.810949	-122.24829	1980-07-01	2012-06-30	190	184
2878	1612596001986	Lakeview Elementary	N	2008	3	7	306.0	37.810949	-122.24829	1980-07-01	2012-06-30	190	184
2879	1612596001986	Lakeview Elementary	N	2008	3	8	348.6	37.810949	-122.24829	1980-07-01	2012-06-30	190	184
2880	1612596001986	Lakeview Elementary	N	2008	4	7	338.3	37.810949	-122.24829	1980-07-01	2012-06-30	190	184
2881	1612596001986	Lakeview Elementary	N	2008	4	8	367.6	37.810949	-122.24829	1980-07-01	2012-06-30	190	184
2882	1612596001986	Lakeview Elementary	N	2008	5	7	311.8	37.810949	-122.24829	1980-07-01	2012-06-30	190	184
2883	1612596001986	Lakeview Elementary	N	2008	5	8	319.9	37.810949	-122.24829	1980-07-01	2012-06-30	190	184
2884	1612596001986	Lakeview Elementary	N	2009	2	7	350.3	37.810949	-122.24829	1980-07-01	2012-06-30	200	200
2885	1612596001986	Lakeview Elementary	N	2009	2	8	378.2	37.810949	-122.24829	1980-07-01	2012-06-30	200	200
2886	1612596001986	Lakeview Elementary	N	2009	3	7	319.3	37.810949	-122.24829	1980-07-01	2012-06-30	200	200
2887	1612596001986	Lakeview Elementary	N	2009	3	8	397.0	37.810949	-122.24829	1980-07-01	2012-06-30	200	200
2888	1612596001986	Lakeview Elementary	N	2009	4	7	324.0	37.810949	-122.24829	1980-07-01	2012-06-30	200	200
2889	1612596001986	Lakeview Elementary	N	2009	4	8	341.9	37.810949	-122.24829	1980-07-01	2012-06-30	200	200
2890	1612596001986	Lakeview Elementary	N	2009	5	7	333.0	37.810949	-122.24829	1980-07-01	2012-06-30	200	200
2891	1612596001986	Lakeview Elementary	N	2009	5	8	361.5	37.810949	-122.24829	1980-07-01	2012-06-30	200	200
2892	1612596001994	Laurel Elementary	N	2011	2	7	361.0	37.79307	-122.19664	1980-07-01	NULL	341	335
2893	1612596001994	Laurel Elementary	N	2011	2	8	392.3	37.79307	-122.19664	1980-07-01	NULL	341	335
2894	1612596001994	Laurel Elementary	N	2011	3	8	377.2	37.79307	-122.19664	1980-07-01	NULL	341	335
2895	1612596001994	Laurel Elementary	N	2011	3	7	337.9	37.79307	-122.19664	1980-07-01	NULL	341	335
2896	1612596001994	Laurel Elementary	N	2011	4	7	373.0	37.79307	-122.19664	1980-07-01	NULL	341	335
2897	1612596001994	Laurel Elementary	N	2011	4	8	374.9	37.79307	-122.19664	1980-07-01	NULL	341	335
2898	1612596001994	Laurel Elementary	N	2011	5	8	438.6	37.79307	-122.19664	1980-07-01	NULL	341	335
2899	1612596001994	Laurel Elementary	N	2011	5	7	367.8	37.79307	-122.19664	1980-07-01	NULL	341	335
2900	1612596001994	Laurel Elementary	N	2012	2	7	360.3	37.79307	-122.19664	1980-07-01	NULL	335	331
2901	1612596001994	Laurel Elementary	N	2012	2	8	358.6	37.79307	-122.19664	1980-07-01	NULL	335	331
2902	1612596001994	Laurel Elementary	N	2012	3	8	382.9	37.79307	-122.19664	1980-07-01	NULL	335	331
2903	1612596001994	Laurel Elementary	N	2012	3	7	340.1	37.79307	-122.19664	1980-07-01	NULL	335	331
2904	1612596001994	Laurel Elementary	N	2012	4	7	372.3	37.79307	-122.19664	1980-07-01	NULL	335	331
2905	1612596001994	Laurel Elementary	N	2012	4	8	371.1	37.79307	-122.19664	1980-07-01	NULL	335	331
2906	1612596001994	Laurel Elementary	N	2012	5	8	436.7	37.79307	-122.19664	1980-07-01	NULL	335	331
2907	1612596001994	Laurel Elementary	N	2012	5	7	370.2	37.79307	-122.19664	1980-07-01	NULL	335	331
2908	1612596001994	Laurel Elementary	N	2010	2	7	365.6	37.79307	-122.19664	1980-07-01	NULL	308	300
2909	1612596001994	Laurel Elementary	N	2010	2	8	389.0	37.79307	-122.19664	1980-07-01	NULL	308	300
2910	1612596001994	Laurel Elementary	N	2010	3	8	381.4	37.79307	-122.19664	1980-07-01	NULL	308	300
2911	1612596001994	Laurel Elementary	N	2010	3	7	338.7	37.79307	-122.19664	1980-07-01	NULL	308	300
2912	1612596001994	Laurel Elementary	N	2010	4	8	389.8	37.79307	-122.19664	1980-07-01	NULL	308	300
2913	1612596001994	Laurel Elementary	N	2010	4	7	366.3	37.79307	-122.19664	1980-07-01	NULL	308	300
2914	1612596001994	Laurel Elementary	N	2010	5	7	368.8	37.79307	-122.19664	1980-07-01	NULL	308	300
2915	1612596001994	Laurel Elementary	N	2010	5	8	434.6	37.79307	-122.19664	1980-07-01	NULL	308	300
2916	1612596001994	Laurel Elementary	N	2005	2	7	340.4	37.79307	-122.19664	1980-07-01	NULL	319	316
2917	1612596001994	Laurel Elementary	N	2005	2	8	355.4	37.79307	-122.19664	1980-07-01	NULL	319	316
2918	1612596001994	Laurel Elementary	N	2005	3	7	312.2	37.79307	-122.19664	1980-07-01	NULL	319	316
2919	1612596001994	Laurel Elementary	N	2005	3	8	354.0	37.79307	-122.19664	1980-07-01	NULL	319	316
2920	1612596001994	Laurel Elementary	N	2005	4	7	331.8	37.79307	-122.19664	1980-07-01	NULL	319	316
2921	1612596001994	Laurel Elementary	N	2005	4	8	350.2	37.79307	-122.19664	1980-07-01	NULL	319	316
2922	1612596001994	Laurel Elementary	N	2005	5	7	340.5	37.79307	-122.19664	1980-07-01	NULL	319	316
2923	1612596001994	Laurel Elementary	N	2005	5	8	360.2	37.79307	-122.19664	1980-07-01	NULL	319	316
2924	1612596001994	Laurel Elementary	N	2004	2	7	319.2	37.79307	-122.19664	1980-07-01	NULL	305	302
2925	1612596001994	Laurel Elementary	N	2004	2	8	333.8	37.79307	-122.19664	1980-07-01	NULL	305	302
2926	1612596001994	Laurel Elementary	N	2004	3	7	307.9	37.79307	-122.19664	1980-07-01	NULL	305	302
2927	1612596001994	Laurel Elementary	N	2004	3	8	355.7	37.79307	-122.19664	1980-07-01	NULL	305	302
2928	1612596001994	Laurel Elementary	N	2004	4	7	328.7	37.79307	-122.19664	1980-07-01	NULL	305	302
2929	1612596001994	Laurel Elementary	N	2004	4	8	335.9	37.79307	-122.19664	1980-07-01	NULL	305	302
2930	1612596001994	Laurel Elementary	N	2004	5	7	341.7	37.79307	-122.19664	1980-07-01	NULL	305	302
2931	1612596001994	Laurel Elementary	N	2004	5	8	353.0	37.79307	-122.19664	1980-07-01	NULL	305	302
2932	1612596001994	Laurel Elementary	N	2006	2	7	369.5	37.79307	-122.19664	1980-07-01	NULL	293	293
2933	1612596001994	Laurel Elementary	N	2006	2	8	386.2	37.79307	-122.19664	1980-07-01	NULL	293	293
2934	1612596001994	Laurel Elementary	N	2006	3	7	331.9	37.79307	-122.19664	1980-07-01	NULL	293	293
2935	1612596001994	Laurel Elementary	N	2006	3	8	373.7	37.79307	-122.19664	1980-07-01	NULL	293	293
2936	1612596001994	Laurel Elementary	N	2006	4	7	339.6	37.79307	-122.19664	1980-07-01	NULL	293	293
2937	1612596001994	Laurel Elementary	N	2006	4	8	354.5	37.79307	-122.19664	1980-07-01	NULL	293	293
2938	1612596001994	Laurel Elementary	N	2006	5	7	329.9	37.79307	-122.19664	1980-07-01	NULL	293	293
2939	1612596001994	Laurel Elementary	N	2006	5	8	356.2	37.79307	-122.19664	1980-07-01	NULL	293	293
2940	1612596001994	Laurel Elementary	N	2003	2	7	329.9	37.79307	-122.19664	1980-07-01	NULL	342	342
2941	1612596001994	Laurel Elementary	N	2003	2	8	337.2	37.79307	-122.19664	1980-07-01	NULL	342	342
2942	1612596001994	Laurel Elementary	N	2003	3	7	324.1	37.79307	-122.19664	1980-07-01	NULL	342	342
2943	1612596001994	Laurel Elementary	N	2003	3	8	347.7	37.79307	-122.19664	1980-07-01	NULL	342	342
2944	1612596001994	Laurel Elementary	N	2003	4	7	341.4	37.79307	-122.19664	1980-07-01	NULL	342	342
2945	1612596001994	Laurel Elementary	N	2003	4	8	354.0	37.79307	-122.19664	1980-07-01	NULL	342	342
2946	1612596001994	Laurel Elementary	N	2003	5	7	328.1	37.79307	-122.19664	1980-07-01	NULL	342	342
2947	1612596001994	Laurel Elementary	N	2003	5	8	324.3	37.79307	-122.19664	1980-07-01	NULL	342	342
2948	1612596001994	Laurel Elementary	N	2007	2	7	346.1	37.79307	-122.19664	1980-07-01	NULL	287	287
2949	1612596001994	Laurel Elementary	N	2007	2	8	350.6	37.79307	-122.19664	1980-07-01	NULL	287	287
2950	1612596001994	Laurel Elementary	N	2007	3	7	338.9	37.79307	-122.19664	1980-07-01	NULL	287	287
2951	1612596001994	Laurel Elementary	N	2007	3	8	385.3	37.79307	-122.19664	1980-07-01	NULL	287	287
2952	1612596001994	Laurel Elementary	N	2007	4	7	350.3	37.79307	-122.19664	1980-07-01	NULL	287	287
2953	1612596001994	Laurel Elementary	N	2007	4	8	359.4	37.79307	-122.19664	1980-07-01	NULL	287	287
2954	1612596001994	Laurel Elementary	N	2007	5	7	333.5	37.79307	-122.19664	1980-07-01	NULL	287	287
2955	1612596001994	Laurel Elementary	N	2007	5	8	371.5	37.79307	-122.19664	1980-07-01	NULL	287	287
2956	1612596001994	Laurel Elementary	N	2008	2	7	340.6	37.79307	-122.19664	1980-07-01	NULL	300	291
2957	1612596001994	Laurel Elementary	N	2008	2	8	344.0	37.79307	-122.19664	1980-07-01	NULL	300	291
2958	1612596001994	Laurel Elementary	N	2008	3	7	320.8	37.79307	-122.19664	1980-07-01	NULL	300	291
2959	1612596001994	Laurel Elementary	N	2008	3	8	364.4	37.79307	-122.19664	1980-07-01	NULL	300	291
2960	1612596001994	Laurel Elementary	N	2008	4	7	361.3	37.79307	-122.19664	1980-07-01	NULL	300	291
2961	1612596001994	Laurel Elementary	N	2008	4	8	398.1	37.79307	-122.19664	1980-07-01	NULL	300	291
2962	1612596001994	Laurel Elementary	N	2008	5	7	343.9	37.79307	-122.19664	1980-07-01	NULL	300	291
2963	1612596001994	Laurel Elementary	N	2008	5	8	397.1	37.79307	-122.19664	1980-07-01	NULL	300	291
2964	1612596001994	Laurel Elementary	N	2009	2	7	360.7	37.79307	-122.19664	1980-07-01	NULL	303	299
2965	1612596001994	Laurel Elementary	N	2009	2	8	371.8	37.79307	-122.19664	1980-07-01	NULL	303	299
2966	1612596001994	Laurel Elementary	N	2009	3	7	324.0	37.79307	-122.19664	1980-07-01	NULL	303	299
2967	1612596001994	Laurel Elementary	N	2009	3	8	360.0	37.79307	-122.19664	1980-07-01	NULL	303	299
2968	1612596001994	Laurel Elementary	N	2009	4	7	368.1	37.79307	-122.19664	1980-07-01	NULL	303	299
2969	1612596001994	Laurel Elementary	N	2009	4	8	381.5	37.79307	-122.19664	1980-07-01	NULL	303	299
2970	1612596001994	Laurel Elementary	N	2009	5	7	371.2	37.79307	-122.19664	1980-07-01	NULL	303	299
2971	1612596001994	Laurel Elementary	N	2009	5	8	428.5	37.79307	-122.19664	1980-07-01	NULL	303	299
2972	1612596002018	Lincoln Elementary	N	2011	2	7	411.1	37.80011	-122.26715	1980-07-01	NULL	409	406
2973	1612596002018	Lincoln Elementary	N	2011	2	8	463.9	37.80011	-122.26715	1980-07-01	NULL	409	406
2974	1612596002018	Lincoln Elementary	N	2011	3	8	478.7	37.80011	-122.26715	1980-07-01	NULL	409	406
2975	1612596002018	Lincoln Elementary	N	2011	3	7	387.4	37.80011	-122.26715	1980-07-01	NULL	409	406
2976	1612596002018	Lincoln Elementary	N	2011	4	7	425.7	37.80011	-122.26715	1980-07-01	NULL	409	406
2977	1612596002018	Lincoln Elementary	N	2011	4	8	485.9	37.80011	-122.26715	1980-07-01	NULL	409	406
2978	1612596002018	Lincoln Elementary	N	2011	5	8	509.6	37.80011	-122.26715	1980-07-01	NULL	409	406
2979	1612596002018	Lincoln Elementary	N	2011	5	7	406.0	37.80011	-122.26715	1980-07-01	NULL	409	406
2980	1612596002018	Lincoln Elementary	N	2012	2	8	474.6	37.80011	-122.26715	1980-07-01	NULL	441	441
2981	1612596002018	Lincoln Elementary	N	2012	2	7	419.2	37.80011	-122.26715	1980-07-01	NULL	441	441
2982	1612596002018	Lincoln Elementary	N	2012	3	7	387.5	37.80011	-122.26715	1980-07-01	NULL	441	441
2983	1612596002018	Lincoln Elementary	N	2012	3	8	476.5	37.80011	-122.26715	1980-07-01	NULL	441	441
2984	1612596002018	Lincoln Elementary	N	2012	4	8	477.9	37.80011	-122.26715	1980-07-01	NULL	441	441
2985	1612596002018	Lincoln Elementary	N	2012	4	7	411.1	37.80011	-122.26715	1980-07-01	NULL	441	441
2986	1612596002018	Lincoln Elementary	N	2012	5	7	408.6	37.80011	-122.26715	1980-07-01	NULL	441	441
2987	1612596002018	Lincoln Elementary	N	2012	5	8	514.8	37.80011	-122.26715	1980-07-01	NULL	441	441
2988	1612596002018	Lincoln Elementary	N	2010	2	7	417.4	37.80011	-122.26715	1980-07-01	NULL	394	391
2989	1612596002018	Lincoln Elementary	N	2010	2	8	469.0	37.80011	-122.26715	1980-07-01	NULL	394	391
2990	1612596002018	Lincoln Elementary	N	2010	3	8	481.2	37.80011	-122.26715	1980-07-01	NULL	394	391
2991	1612596002018	Lincoln Elementary	N	2010	3	7	393.7	37.80011	-122.26715	1980-07-01	NULL	394	391
2992	1612596002018	Lincoln Elementary	N	2010	4	7	415.0	37.80011	-122.26715	1980-07-01	NULL	394	391
2993	1612596002018	Lincoln Elementary	N	2010	4	8	492.7	37.80011	-122.26715	1980-07-01	NULL	394	391
2994	1612596002018	Lincoln Elementary	N	2010	5	8	481.8	37.80011	-122.26715	1980-07-01	NULL	394	391
2995	1612596002018	Lincoln Elementary	N	2010	5	7	395.2	37.80011	-122.26715	1980-07-01	NULL	394	391
2996	1612596002018	Lincoln Elementary	N	2005	3	7	350.3	37.80011	-122.26715	1980-07-01	NULL	432	429
2997	1612596002018	Lincoln Elementary	N	2005	3	8	440.7	37.80011	-122.26715	1980-07-01	NULL	432	429
2998	1612596002018	Lincoln Elementary	N	2005	4	7	357.8	37.80011	-122.26715	1980-07-01	NULL	432	429
2999	1612596002018	Lincoln Elementary	N	2005	4	8	412.0	37.80011	-122.26715	1980-07-01	NULL	432	429
3000	1612596002018	Lincoln Elementary	N	2005	5	7	354.4	37.80011	-122.26715	1980-07-01	NULL	432	429
3001	1612596002018	Lincoln Elementary	N	2005	5	8	411.1	37.80011	-122.26715	1980-07-01	NULL	432	429
3002	1612596002018	Lincoln Elementary	N	2005	2	7	383.1	37.80011	-122.26715	1980-07-01	NULL	432	429
3003	1612596002018	Lincoln Elementary	N	2005	2	8	464.4	37.80011	-122.26715	1980-07-01	NULL	432	429
3004	1612596002018	Lincoln Elementary	N	2004	3	7	340.4	37.80011	-122.26715	1980-07-01	NULL	436	436
3005	1612596002018	Lincoln Elementary	N	2004	3	8	416.9	37.80011	-122.26715	1980-07-01	NULL	436	436
3006	1612596002018	Lincoln Elementary	N	2004	4	7	353.1	37.80011	-122.26715	1980-07-01	NULL	436	436
3007	1612596002018	Lincoln Elementary	N	2004	4	8	395.5	37.80011	-122.26715	1980-07-01	NULL	436	436
3008	1612596002018	Lincoln Elementary	N	2004	5	7	354.6	37.80011	-122.26715	1980-07-01	NULL	436	436
3009	1612596002018	Lincoln Elementary	N	2004	5	8	393.0	37.80011	-122.26715	1980-07-01	NULL	436	436
3010	1612596002018	Lincoln Elementary	N	2004	2	7	374.3	37.80011	-122.26715	1980-07-01	NULL	436	436
3011	1612596002018	Lincoln Elementary	N	2004	2	8	422.8	37.80011	-122.26715	1980-07-01	NULL	436	436
3012	1612596002018	Lincoln Elementary	N	2006	2	7	409.1	37.80011	-122.26715	1980-07-01	NULL	420	416
3013	1612596002018	Lincoln Elementary	N	2006	2	8	491.3	37.80011	-122.26715	1980-07-01	NULL	420	416
3014	1612596002018	Lincoln Elementary	N	2006	3	7	356.0	37.80011	-122.26715	1980-07-01	NULL	420	416
3015	1612596002018	Lincoln Elementary	N	2006	3	8	446.6	37.80011	-122.26715	1980-07-01	NULL	420	416
3016	1612596002018	Lincoln Elementary	N	2006	4	7	392.5	37.80011	-122.26715	1980-07-01	NULL	420	416
3017	1612596002018	Lincoln Elementary	N	2006	4	8	433.1	37.80011	-122.26715	1980-07-01	NULL	420	416
3018	1612596002018	Lincoln Elementary	N	2006	5	7	371.9	37.80011	-122.26715	1980-07-01	NULL	420	416
3019	1612596002018	Lincoln Elementary	N	2006	5	8	428.7	37.80011	-122.26715	1980-07-01	NULL	420	416
3020	1612596002018	Lincoln Elementary	N	2003	2	7	392.9	37.80011	-122.26715	1980-07-01	NULL	422	422
3021	1612596002018	Lincoln Elementary	N	2003	2	8	445.2	37.80011	-122.26715	1980-07-01	NULL	422	422
3022	1612596002018	Lincoln Elementary	N	2003	3	7	345.8	37.80011	-122.26715	1980-07-01	NULL	422	422
3023	1612596002018	Lincoln Elementary	N	2003	3	8	409.4	37.80011	-122.26715	1980-07-01	NULL	422	422
3024	1612596002018	Lincoln Elementary	N	2003	4	7	356.9	37.80011	-122.26715	1980-07-01	NULL	422	422
